 PROBLEM SUMMARY
   problem .....: regpol    
   nvert .......: 6
   nballs ......: 20
   itrial ......: 32
   kappa .......: 0.84
   sigma1 ......: 0.03
   sigma2 ......: 0.15
   pol area ....: 2.5980762113533160D+00
   pol perimeter: 6.0000000000000000D+00

 OPTIMIZATION SUMMARY
   r ......:  2.4292672230255191D-01
   csupn ..:  4.0128909084558018D-09
   istop ..:  0
   ierr ...:  0
   itrial .:  32
   #evalf .:  183
   #evalg .:  343
   #evalc .:  378
   #evalj .:  343
   #evalhl :  345
   outiter :  22
   totiter :  125
   nwcalls :  22
   nwtotit :  220
   opt time:  0.09 seconds

 BALLS (index, center abcissa, center ordinate)
  1   1.5267374598931875D-02  -7.4068592364323005D-01
  2   4.2916500794440149D-01  -7.3691585106834900D-01
  3  -4.0111511066041233D-01  -7.4096779080050312D-01
  4   2.2876377759926447D-01  -3.6879194382675679D-01
  5   6.4976908177978032D-01  -3.7711668758995531D-01
  6   8.4763014242904733D-01  -6.2661440742718634D-03
  7  -5.5290494892853181D-01  -4.1653738760005776D-01
  8  -1.8532124359182620D-01  -3.7283928174982367D-01
  9   1.1935612215856574D-02  -9.9110101885456882D-04
 10   4.3311094705648734D-01  -9.0028967016216495D-03
 11  -7.9854132355223462D-01  -1.2091803098987527D-01
 12  -3.9622227795073373D-01   4.3473697833650926D-03
 13  -1.7286434765386477D-01   3.7571123244694998D-01
 14   2.4082382659591212D-01   3.5842082345302717D-01
 15   6.5555077566132502D-01   3.6147073904509286D-01
 16  -7.7000645413468594D-01   1.8642428394927860D-01
 17  -5.1054571467898291D-01   4.5067400713872580D-01
 18   3.6073868576849653D-02   7.3697700442128367D-01
 19   4.4275765565195224D-01   7.2936516860389455D-01
 20  -3.8189623493310548D-01   7.4765223142984916D-01
